,sentence,sentence ID,paragraphID
2310,"sediment transport due to fluid motion occur in river, ocean, lake, sea, and other body of water due to current and tide.",6,915
2311,Transport be also cause by glacier a they flow.,7,915
2312,sediment become loose from the rest of the soil.,1,916
2313,the sediment roll down hill towards a river.,2,916
2314,the heavy item sink to the bottom.,3,916
2315,the lighter item float on the top and in convection cycle.,4,916
2316,a the river flow the sediment be move.,5,916
2317,the sediment get dump through tributary into lake and the ocean.,6,916
2318,the sediment keep move around the world in convection current.,7,916
2319,energy build up in the crust of the earth.,1,917
2320,the energy cause the fault line give way.,2,917
2321,the earth 's plate move.,3,917
2322,the energy radiate outward from the fault in all direction.,4,917
2323,the seismic wafe shake the earth a they move through it.,5,917
2324,plate on the Earth 's crust move slowly past each other.,1,919
2325,"a the plate move, they exert a great force.",2,919
2326,"when the force be large enough, the crust break.",3,919
2327,the stress be release a energy.,4,919
2328,the energy move through the Earth in the form of wafe.,5,919
2329,we feel the earthquake.,6,919
2330,gase cause pressure beneath the earth.,1,920
2331,the gas come to a head and push molten magma to the surface.,2,920
2332,the magma cool.,3,920
2333,with enough time the pressure build up greatly.,4,920
2334,the result volcano may explode.,5,920
2335,Magma rise through crack in the Earth 's crust.,1,921
2336,the pressure cause plate to move.,2,921
2337,Magma explode to the surface.,3,921
2338,the lava from the eruption cool to form new crust.,4,921
2339,"after several eruption, the rock build up and a volcano form.",5,921
2340,Magma be form when rock melt inside the Earth 's crust.,1,922
2341,Magma rise.,2,922
2342,collect inside magma chamber underneath a volcano.,3,922
2343,pressure build in the magma chamber a they fill.,4,922
2344,gain energy for eruption.,5,922
2345,some of the energy be converted into seismic activity ( earthquake ).,6,922
2346,if the magma building in the volcano be thick and sticky it will trap gas.,7,922
2347,result in a explosive eruption when the pressure become too intense.,8,922
2348,if the magma be thin and run.,9,922
2349,"the magma result in a low - pressure, slow - move flow of magma instead of a violent eruption.",10,922
2350,Air be pull into the lung.,1,923
2351,oxygen move from the lung into the bloodstream.,2,923
2352,Air be push through the vocal chord.,3,923
2353,a person talk.,4,923
2354,other air be push out of the lung into the environment.,5,923
2355,you inhale.,1,924
2356,the air enter the mouth and nose.,2,924
2357,the diaphragm contract.,3,924
2358,Air fill all the sack in the lung.,4,924
2359,oxygen pas through the sack into capillary.,5,924
2360,the blood be pas to the blood in the capillary.,6,924
2361,the blood carry the oxygen to the heart.,7,924
2362,the heart pump the oxygenate blood to the body.,8,924
2363,he air we breathe contain oxygen and other gas.,1,925
2364,"once in the lung, oxygen be move into the bloodstream and carry through you body.",2,925
2365,"at each cell in you body, oxygen be exchange for a waste gas call carbon dioxide.",3,925
2366,you bloodstream then carry this waste gas back to the lung where it be remove from the blood stream and then exhale.,4,925
2367,"you lung and respiratory system automatically perform this vital process, call gas exchange.",5,925
2368,there be a lot of rain within a short period of time.,1,927
2369,the ground try to absorb a much rain water a it can.,2,927
2370,the ground become saturate with rain water and can not absorb anymore.,3,927
2371,Water begin flow above the ground instead of drop into the soil.,4,927
2372,"the water carve away land, plant, and tree.",5,927
2373,it cause destruction a it travel.,6,927
2374,a magma chamber form under the ground.,1,930
2375,a the magma get pressure it travel upwards.,2,930
2376,the magma find the weakest point in the volcano.,3,930
2377,the magma under pressure erupt through that point.,4,930
2378,the magma turn to lava in the air and travel down the volcano.,5,930
2379,Magma rise through surround rock.,1,931
2380,"gas bubble form and expand, cause lot of pressure.",2,931
2381,"this pressure push the magma through weak spot in the earth 's surface,.",3,931
2382,Magma flow out a lava.,4,931
2383,this can happen slowly or in a huge explosion.,5,931
2384,Water flow by rock.,1,932
2385,chemical be in the water.,2,932
2386,chemical react with rock.,3,932
2387,rock change to a different kind of rock.,4,932
2388,oxygen in the air react with rock.,5,932
2389,rock change to a different kind of rock.,6,932
2390,Water be introduce to carbon dioxide.,1,933
2391,the water become acidic.,2,933
2392,the water seep down to a mineral base material.,3,933
2393,the acidity of the water carve and shape the rock.,4,933
2394,and may form geological phenomenon.,5,933
2395,Ocean wafe hit land.,1,935
2396,Ocean water pull sand off of beach.,2,935
2397,Ocean water break rock off of cliff.,3,935
2398,Ocean water carry sand and rock into the ocean.,4,935
2399,Sand and rock go to other land or the bottom of the ocean.,5,935
2400,wafe hit the coast.,1,936
2401,wafe have energy that push the water and sediment.,2,936
2402,the sediment can help erode land like sandpaper.,3,936
2403,Water wash the sediment back.,4,936
2404,some sediment be leave a sand.,5,936
2405,light energy be absorb by chlorophyll in a plant.,1,938
2406,the light energy be use to convert carbon dioxide.,2,938
2407,the plant use nutrient in the soil.,3,938
2408,the plant use carbon dioxide in the air to produce glucose.,4,938
2409,the plant use the glucose to give itself energy.,5,938
2410,oxygen be release a a by product.,6,938
2411,carbon dioxide from the air pas through small pore ( hole ) in the leave.,1,939
2412,these pore be call stoma.,2,939
2413,Water be absorb by the root.,3,939
2414,it pas through vessel in the stem on it way to the leave.,4,939
2415,Sunlight be absorb by a green chemical in the leave.,5,939
2416,carbon dioxide enter the leave through the stomate by diffusion.,1,940
2417,Water be transport to the leave in the xylem.,2,940
2418,energy harvest through light reaction be store by form atp.,3,940
2419,carbon dioxide and energy from ATP be use to create sugar.,4,940
2420,oxygen exit the leave through the stoma by diffusion.,5,940
2421,the plant reuse the water or the water exit through the stoma a water vapor.,6,940
2422,the diaphragm contract.,1,941
2423,the lung expand.,2,941
2424,"Air be pull from outside the body, into the lung.",3,941
2425,the membrane in the lung collect oxygen molecule.,4,941
2426,Oxygen be transfer to red blood cell.,5,941
2427,Red blood cell distribute oxygen throughout the body.,6,941
2428,Air be take through the mouth.,1,942
2429,enter the lung.,2,942
2430,the oxygen fill the sac in you lung.,3,942
2431,carbon dioxide be remove from the lung and exhale.,4,942
2432,the oxygen be pas throughout you body.,5,942
2433,evaporation of water at a surface turn into water vapor.,1,947
2434,rise into the Earth 's atmosphere.,2,947
2435,condensation occur when water vapor turn into tiny particle of water / ice.,3,947
2436,and form together into cloud or fog.,4,947
2437,precipitation of rain / snow occur when wind / temperature change.,5,947
2438,fall rain or snow collect into surface water which will evaporate into water vapor again.,6,947
2439,Water evaporate from the earth.,1,948
2440,the evaporate water condense into water drop.,2,948
2441,the water drop fall back to earth.,3,948
2442,the water accumulate on the earth.,4,948
2443,the water collect into body of water.,5,948
2444,the water soak into the earth.,6,948
2445,Water from a lake or ocean evaporate.,1,949
2446,the water vapor enter the atmosphere.,2,949
2447,the water vapor accumulate.,3,949
2448,the vapor become cloud.,4,949
2449,the cloud become too heaavy.,5,949
2450,precipitation occur.,6,949
2451,Water get into crack in rock.,1,950
2452,the water freeze into ice.,2,950
2453,the crack expand.,3,950
2454,over time the rock split.,4,950
2455,the rock be now in smaller piece.,5,950
2456,Coal be mine out of the ground.,1,960
2457,Coal be pulverize into fine powder.,2,960
2458,the coal be mix with hot air.,3,960
2459,the coal and hot air be blow into a boiler.,4,960
2460,the coal and hot air burn over a fire.,5,960
2461,highly purify water be pump through pipe in the boiler.,6,960
2462,the water turn into steam.,7,960
2463,the steam press against turbine.,8,960
2464,the turbine spin.,9,960
2465,electricity be produce.,10,960
2466,a type of coal must be choose before the heating can start.,1,961
2467,the coal be break down to a smaller material.,2,961
2468,the coal particle mix with hot air and move in to a boiler.,3,961
2469,Water in the boiler be pump and produce steam with the coal.,4,961
2470,"steam power turbine blade, which magnetically charge wire coal.",5,961
2471,the water return back in to it chamber and the process be repeat.,6,961
2472,people dig up coal from the ground.,1,977
2473,people burn coal for heat or electricity.,2,977
2474,pollution from the coal go into the sky.,3,977
2475,coal pollution enter cloud.,4,977
2476,cloud rain over a area.,5,977
2477,the pollute rain become acid rain.,6,977
2478,Coal be burn.,1,978
2479,sulfur in the coal combine with oxygen to form sulfur oxide.,2,978
2480,the sulfur oxide be release into the atmosphere.,3,978
2481,the sulfide combine with oxygen in the atmosphere to form sulfur trioxide.,4,978
2482,"the sulfur trioxide react with water in the atmosphere to form sulfuric acid, a very strong acid.",5,978
2483,the sulfuric acid make the rain acidic.,6,978
2484,people breathe and expel carbon dioxide.,1,996
2485,engine produce carbon dioxide.,2,996
2486,live thing produce waste.,3,996
2487,waste decompose.,4,996
2488,decomposition produce methane.,5,996
2489,Water evaporate.,6,996
2490,Water vapor join the atmosphere.,7,996
2491,"carbon dioxide, water vapor and methane be greenhouse gas.",8,996
2492,add dirty laundry to the wash machine.,1,1002
2493,add laundry detergent to the wash machine.,2,1002
